id,created_at,updated_at,flight_identifier,flt_num,scheduled_origin_gate,scheduled_destination_gate,out_gmt,in_gmt,off_gmt,on_gmt,origin,origin_city,origin_region,dest,dest_city,dest_region
294914,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,0bc2a7b5-5f48-4923-917b-f784a8d849dc,6454,Any,Any,2019-02-09T23:42:09Z,2019-02-10T11:19:47Z,2019-02-09T23:56:17Z,2019-02-10T11:13:31Z,UIO,Quito,Ecuador,MAD,Madrid,Spain
294916,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,12ae9f91-43a2-4337-95de-7b9d39318a9d,682,D66,E8,2019-02-09T23:53:07Z,2019-02-10T09:17:17Z,2019-02-10T00:08:58Z,2019-02-10T09:11:20Z,YVR,Vancouver,Canada,AMS,Amsterdam,Netherlands
294917,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,230ec734-cfe3-4a18-bf7a-05111a2eb4af,541,F63,Any,2019-02-09T23:47:01Z,2019-02-10T04:49:18Z,2019-02-10T00:03:24Z,2019-02-10T04:43:07Z,YYZ,Toronto,Canada,SEA,Seattle,Washington
294918,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2d770fa9-7aeb-4532-b344-bbf8e1a96749,2442,4,Any,2019-02-09T23:45:07Z,2019-02-10T03:18:02Z,2019-02-09T23:54:33Z,2019-02-10T03:13:23Z,IGU,Foz do Iguaçu,Brazil,LIM,Lima,Peru
294919,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2e31e912-9876-4b29-9d47-fc0789db63bc,1520,F11,D11,2019-02-09T23:47:12Z,2019-02-10T03:17:29Z,2019-02-10T00:04:52Z,2019-02-10T03:13:36Z,MSP,Minneapolis,Minnesota,PDX,Portland,Oregon
294921,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,3dd76108-b983-425c-81c2-c1ceec2ed879,758,Any,F9,2019-02-09T23:53:10Z,2019-02-10T11:09:01Z,2019-02-10T00:09:50Z,2019-02-10T11:04:15Z,PTY,Tocumen,Panama,AMS,Amsterdam,Netherlands
294922,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,4c5470a8-47ec-44b9-a8a0-3b6c325f5f10,3212,B26,20,2019-02-09T23:41:15Z,2019-02-10T03:51:30Z,2019-02-09T23:54:50Z,2019-02-10T03:46:49Z,MDW,Chicago,Illinois,SMF,Sacramento,California
294927,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,660459b7-638d-4d5d-bdd0-fe9a0a79f5e5,1734,F4,E16,2019-02-09T23:46:26Z,2019-02-10T02:28:27Z,2019-02-10T00:02:52Z,2019-02-10T02:21:46Z,MSP,Minneapolis,Minnesota,DFW,Dallas-Fort Worth,Texas
294932,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,72cdaed5-7809-439a-92d5-f2475860d6ee,443,Any,D53,2019-02-09T23:53:37Z,2019-02-10T08:03:08Z,2019-02-10T00:13:44Z,2019-02-10T07:57:02Z,CUN,Ciudad de Cancún,Mexico,YVR,Vancouver,Canada
294935,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,752d9655-67fa-41f8-ae1c-cda28506220c,3918,B16,24,2019-02-09T23:38:24Z,2019-02-10T01:26:13Z,2019-02-09T23:53:54Z,2019-02-10T01:21:14Z,MSP,Minneapolis,Minnesota,OKC,Oklahoma City,Oklahoma
294936,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,88e585e2-460b-454c-ac16-c22fe31cf050,913,A3,Any,2019-02-09T23:45:41Z,2019-02-10T02:13:08Z,2019-02-09T23:54:54Z,2019-02-10T02:08:28Z,CLE,Cleveland,Ohio,PIE,Pinellas Park,Florida
294938,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,8b38a765-5687-495e-acda-65d0cb7fd851,92,8,E35,2019-02-09T23:52:32Z,2019-02-10T07:45:38Z,2019-02-10T00:10:47Z,2019-02-10T07:39:47Z,PHL,Philadelphia,Pennsylvania,ZRH,Zurich,Switzerland
294940,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,93fc88ad-389f-4d18-accf-86e3bad34f8b,1076,G11,A04,2019-02-09T23:53:12Z,2019-02-10T02:30:16Z,2019-02-10T00:12:09Z,2019-02-10T02:23:47Z,MSP,Minneapolis,Minnesota,ATL,Atlanta,Georgia
294942,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,aedc6f27-5a49-401b-976d-175849eb2528,740,22,Any,2019-02-09T23:34:34Z,2019-02-10T06:33:20Z,2019-02-09T23:53:14Z,2019-02-10T06:26:31Z,PHL,Philadelphia,Pennsylvania,MAD,Madrid,Spain
294944,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,f0cdc250-32b0-415e-8f5f-8ed108bcb127,8403,Any,Any,2019-02-09T23:37:13Z,2019-02-10T00:40:42Z,2019-02-09T23:49:31Z,2019-02-10T00:34:18Z,EYP,El Yopal,Colombia,BOG,Bogota,Colombia
294945,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,f0d32da7-6d04-4770-9a3c-e4498cd05aac,1141,Any,C31,2019-02-09T23:37:39Z,2019-02-10T07:56:21Z,2019-02-09T23:56:03Z,2019-02-10T07:51:46Z,PUJ,Punta Cana,Dominican Republic,DUS,Düsseldorf,Germany
294946,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,f54b160d-0827-4c1e-9d50-8a0344ae5e82,371,Any,Any,2019-02-09T23:46:34Z,2019-02-10T00:47:57Z,2019-02-10T00:01:29Z,2019-02-10T00:42:16Z,GGT,Moss Town,Bahamas,NAS,Nassau,Bahamas
294948,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,51923f02-ee10-444a-8a29-27e85db86d65,1513,D9,2,2019-02-09T23:51:56Z,2019-02-10T04:10:06Z,2019-02-10T00:08:11Z,2019-02-10T04:03:04Z,MIA,Miami,Florida,GEO,Georgetown,Guyana
294951,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,12f24bf7-26f4-494c-be73-67801d1235ae,985,B3,B38,2019-02-09T23:52:48Z,2019-02-10T04:16:21Z,2019-02-10T00:09:28Z,2019-02-10T04:09:57Z,SDQ,Santo Domingo,Dominican Republic,JFK,New York,New York
294953,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,09547ec6-7728-45f6-90c8-9cd1b5490924,2972,B7,B14,2019-02-09T23:47:41Z,2019-02-10T00:55:03Z,2019-02-10T00:03:25Z,2019-02-10T00:50:03Z,BNA,Nashville,Tennessee,ATL,Atlanta,Georgia
294957,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,101708bb-48d3-4c8b-b14a-2ef08090ffea,441,B09,B24,2019-02-09T23:45:44Z,2019-02-10T02:35:27Z,2019-02-09T23:56:23Z,2019-02-10T02:28:29Z,PVR,Ciudad de Puerto Vallarta,Mexico,PHX,Phoenix,Arizona
294959,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,5439cd53-be4f-4fe6-98fa-2b941952d9a7,942,Any,Any,2019-02-09T23:50:17Z,2019-02-10T03:54:55Z,2019-02-10T00:00:44Z,2019-02-10T03:48:31Z,BJX,Ciudad de Silao,Mexico,MDW,Chicago,Illinois
294961,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,75aa1f84-47ac-46f7-b54f-2c8d37f89d0b,5089,E28,10,2019-02-09T23:40:42Z,2019-02-10T01:05:41Z,2019-02-10T00:16:44Z,2019-02-10T01:01:25Z,CLT,Charlotte,North Carolina,TYS,Alcoa,Tennessee
294966,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,de0e6155-9f0e-4268-9858-e98115fdb4d2,9792,A28,D11,2019-02-09T23:50:28Z,2019-02-10T01:32:00Z,2019-02-10T00:34:52Z,2019-02-10T01:27:05Z,ATL,Atlanta,Georgia,RDU,Raleigh/Durham,North Carolina
294968,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,05cfc1d5-e33c-4b8e-999e-bb43d54fc8d7,1668,4,B11,2019-02-09T23:50:35Z,2019-02-10T01:21:48Z,2019-02-10T00:01:07Z,2019-02-10T01:16:03Z,LIT,Little Rock,Arkansas,ATL,Atlanta,Georgia
294969,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,49379636-19a9-4b98-8760-ff82336be809,1190,A03,E64,2019-02-09T23:41:58Z,2019-02-10T01:31:08Z,2019-02-10T00:26:52Z,2019-02-10T01:24:45Z,ATL,Atlanta,Georgia,TPA,Tampa,Florida
294970,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,fb4ef051-4e81-44e0-8793-958579aabac6,2202,D15,D7,2019-02-09T23:37:26Z,2019-02-10T04:52:08Z,2019-02-09T23:53:40Z,2019-02-10T04:46:05Z,MIA,Miami,Florida,LAS,Las Vegas,Nevada
294973,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,6f27e492-b219-4626-b3e1-9a1c5af9d741,996,10,25,2019-02-09T23:36:56Z,2019-02-10T11:02:23Z,2019-02-09T23:56:16Z,2019-02-10T10:56:11Z,EZE,Buenos Aires (Ezeiza),Argentina,DFW,Dallas-Fort Worth,Texas
294976,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,76d7a214-0aaf-4525-87e5-e1ad9548bd1c,6379,Any,Any,2019-02-09T23:51:15Z,2019-02-10T03:32:16Z,2019-02-10T00:00:36Z,2019-02-10T03:24:37Z,JDO,Juazeiro do Norte,Brazil,GRU,São Paulo,Brazil
294977,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,865a5c8d-f42f-441d-82ee-b4e792186e1d,1113,Any,Any,2019-02-09T23:56:16Z,2019-02-10T00:55:15Z,2019-02-10T00:11:44Z,2019-02-10T00:51:06Z,STL,St Louis,Missouri,MWA,Marion,Illinois
294978,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ae5ce141-ef81-46ae-8248-c133ce066415,8828,2,Any,2019-02-09T23:35:06Z,2019-02-10T01:13:25Z,2019-02-09T23:46:59Z,2019-02-10T01:08:24Z,YYR,Goose Bay,Canada,YYT,St. John's,Canada
294980,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,e36ec1ce-1e12-4d06-8a4c-2475f26f12a5,1542,A06,A3,2019-02-09T23:55:10Z,2019-02-10T01:52:15Z,2019-02-10T00:44:52Z,2019-02-10T01:45:48Z,ATL,Atlanta,Georgia,SDF,Louisville,Kentucky
294981,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,e5b7755b-e985-4608-97dc-2edbc951004d,1633,B10,Any,2019-02-09T23:44:06Z,2019-02-10T02:37:03Z,2019-02-10T00:00:36Z,2019-02-10T02:32:48Z,SRQ,Sarasota/Bradenton,Florida,YYZ,Toronto,Canada
294982,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ececc544-a997-4ba3-8f09-88f67fe75464,8707,28,Any,2019-02-09T23:56:36Z,2019-02-10T08:06:17Z,2019-02-10T00:14:28Z,2019-02-10T08:00:47Z,MCO,Orlando,Florida,VCP,Campinas,Brazil
294984,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,f174a298-86f2-4641-84b2-01acd789a2bd,972,C20,Any,2019-02-09T23:39:10Z,2019-02-10T07:02:39Z,2019-02-09T23:57:54Z,2019-02-10T06:58:29Z,ORD,Chicago,Illinois,BRU,Zaventem,Belgium
294985,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,fdd77f34-a5f7-467c-8c3a-2dd30ee09e71,2155,A4,E83,2019-02-09T23:44:47Z,2019-02-10T05:09:19Z,2019-02-10T00:03:36Z,2019-02-10T05:06:19Z,PVR,Ciudad de Puerto Vallarta,Mexico,YVR,Vancouver,Canada
294986,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,fdd820f4-52f6-4aa1-b1c7-d18726b0e2b5,923,D51,14A,2019-02-09T23:48:41Z,2019-02-10T02:57:19Z,2019-02-10T00:04:35Z,2019-02-10T02:50:40Z,MIA,Miami,Florida,MDE,Medellín,Colombia
294987,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,132db190-e9f7-4596-aa50-0ca29b81bc1b,5964,2,76,2019-02-09T23:46:38Z,2019-02-10T01:38:56Z,2019-02-09T23:58:45Z,2019-02-10T01:34:29Z,MTJ,Montrose,Colorado,SFO,San Francisco,California
294988,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ca4dbe68-00c4-4c8c-99ba-93fdb890b905,602,Any,Any,2019-02-09T23:37:07Z,2019-02-10T04:27:45Z,2019-02-09T23:53:11Z,2019-02-10T04:23:06Z,MLM,Morelia,Mexico,FAT,Fresno,California
294989,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,57d694cc-14ef-4525-8c96-c856b8bc9f1e,721,12,Any,2019-02-09T23:47:26Z,2019-02-10T04:20:59Z,2019-02-10T00:07:50Z,2019-02-10T04:14:51Z,PTY,Tocumen,Panama,GDL,Ciudad de Tlajomulco de Zúñiga,Mexico
294990,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,c86bfded-6715-404e-b944-a413d0f50857,1629,G14,C08,2019-02-09T23:52:00Z,2019-02-10T02:35:41Z,2019-02-10T00:08:56Z,2019-02-10T02:29:15Z,MSP,Minneapolis,Minnesota,SLC,Salt Lake City,Utah
294991,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,068c964c-d127-4647-ae5c-51f26fe22155,80,328,Any,2019-02-10T00:01:31Z,2019-02-10T10:14:34Z,2019-02-10T00:19:47Z,2019-02-10T10:09:28Z,GRU,São Paulo,Brazil,OPO,Porto,Portugal
294992,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,15e1fd70-fb4d-4678-a8c3-b5665cab6f11,984,4,D40,2019-02-09T23:56:16Z,2019-02-10T10:37:50Z,2019-02-10T00:08:31Z,2019-02-10T10:32:23Z,MVD,Ciudad de la Costa,Uruguay,MIA,Miami,Florida
294993,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,45cceb73-eb39-484c-81c7-e3ec81818ec2,3445,47,7,2019-02-10T00:02:40Z,2019-02-10T02:00:14Z,2019-02-10T00:18:30Z,2019-02-10T01:56:34Z,DFW,Dallas-Fort Worth,Texas,MTY,Ciudad de Apodaca,Mexico
294994,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,66f336fe-2814-4421-81d7-26a39163d683,566,TBA,28,2019-02-09T23:36:22Z,2019-02-10T02:47:19Z,2019-02-09T23:53:39Z,2019-02-10T02:41:41Z,SJD,Ciudad de San José del Cabo,Mexico,LAX,Los Angeles,California
294995,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,682708da-31df-4fc8-8243-5c930283b5ef,1096,A4,8,2019-02-09T23:56:51Z,2019-02-10T05:47:55Z,2019-02-10T00:13:23Z,2019-02-10T05:43:01Z,SEA,Seattle,Washington,KOA,Kailua-Kona,Hawaii
294996,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,72805827-66ab-4428-8c33-e317b4927f47,1354,35,37B,2019-02-09T23:46:40Z,2019-02-10T06:10:06Z,2019-02-10T00:00:54Z,2019-02-10T06:04:47Z,OGG,Kahului,Hawaii,LAX,Los Angeles,California
294997,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,81ca20d7-d393-4484-8268-c5d56a9cf039,714,5,Any,2019-02-09T23:55:53Z,2019-02-10T14:18:06Z,2019-02-10T00:15:53Z,2019-02-10T14:11:27Z,IAH,Houston,Texas,DOH,Doha,Qatar
294998,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,84f90913-39da-4a49-83a3-bf9796f59d2b,429,D12,L25,2019-02-09T23:49:31Z,2019-02-10T08:34:10Z,2019-02-10T00:18:44Z,2019-02-10T08:30:43Z,CLT,Charlotte,North Carolina,MUC,Munich,Germany
294999,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,870e8585-7ecb-4e22-9c3c-3fab903aaa88,1250,Any,Any,2019-02-10T00:06:17Z,2019-02-10T03:37:18Z,2019-02-10T00:21:36Z,2019-02-10T03:32:14Z,LIS,Lisbon,Portugal,BUD,Budapest,Hungary
295000,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,8bb6b18f-2a4a-4a23-9c59-84dc4bf76bd5,3052,17,16,2019-02-09T23:48:19Z,2019-02-10T03:34:17Z,2019-02-10T00:00:00Z,2019-02-10T03:29:25Z,DAL,Dallas,Texas,SMF,Sacramento,California
295001,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,a5bb1e22-6849-47e4-b079-2ae62f25331d,7666,2,Any,2019-02-09T23:53:03Z,2019-02-10T02:52:09Z,2019-02-10T00:05:21Z,2019-02-10T02:44:46Z,DFW,Dallas-Fort Worth,Texas,YYZ,Toronto,Canada
295002,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,b21fb3ae-a503-4707-bdc6-b64f342318dc,91,E31,C04,2019-02-09T23:52:58Z,2019-02-10T02:07:33Z,2019-02-10T00:40:52Z,2019-02-10T02:02:29Z,ATL,Atlanta,Georgia,RSW,Fort Myers,Florida
295003,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,b77dc43d-fa6e-4012-a580-5ac9df134276,999,75,B17,2019-02-10T00:01:35Z,2019-02-10T06:27:17Z,2019-02-10T00:22:04Z,2019-02-10T06:22:28Z,EWR,Newark,New Jersey,BRU,Zaventem,Belgium
295004,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,da2d3483-10b9-46bb-b049-8b8cfde28e78,908,Any,Any,2019-02-09T23:52:16Z,2019-02-10T07:01:00Z,2019-02-10T00:08:45Z,2019-02-10T06:55:36Z,EWR,Newark,New Jersey,OSL,Oslo,Norway
295005,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,e4723c58-bcb8-4a01-adf9-2287fe03d1db,719,G5,B25,2019-02-09T23:45:28Z,2019-02-10T03:45:02Z,2019-02-10T00:00:02Z,2019-02-10T03:38:18Z,MBJ,Montego Bay,Jamaica,JFK,New York,New York
295006,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,bcae356e-1c22-490a-a90b-e72989edcb43,1412,C3,D8A,2019-02-09T23:59:26Z,2019-02-10T01:31:14Z,2019-02-10T00:11:15Z,2019-02-10T01:26:03Z,MSY,New Orleans,Louisiana,ATL,Atlanta,Georgia
295007,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,bce6c93d-3362-42f4-9759-dfdce05088ac,9275,73F,Any,2019-02-09T23:56:46Z,2019-02-10T00:47:57Z,2019-02-10T00:15:43Z,2019-02-10T00:45:50Z,BOG,Bogota,Colombia,NVA,Neiva,Colombia
295008,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,c63d148d-6fe2-43c9-997c-201081e8803b,1155,A18,75,2019-02-10T00:05:39Z,2019-02-10T02:06:47Z,2019-02-10T00:58:52Z,2019-02-10T02:02:32Z,ATL,Atlanta,Georgia,MCO,Orlando,Florida
295009,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,08fdb518-6ab9-416d-88c5-4e00f67204af,1898,A25,B16,2019-02-09T23:51:51Z,2019-02-10T01:18:31Z,2019-02-10T00:05:33Z,2019-02-10T01:12:03Z,MEM,Memphis,Tennessee,ATL,Atlanta,Georgia
295010,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,165d07c8-e50f-403c-8142-a2c4b540f0e8,4970,A0,25,2019-02-09T23:51:42Z,2019-02-10T00:46:14Z,2019-02-09T23:59:47Z,2019-02-10T00:42:03Z,SCE,State College,Pennsylvania,PHL,Philadelphia,Pennsylvania
295011,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,94afdccd-51b0-4dc1-8024-f4e28fa3d233,2019,D46,B12,2019-02-10T00:01:32Z,2019-02-10T02:05:47Z,2019-02-10T00:17:25Z,2019-02-10T01:59:14Z,MKE,Milwaukee,Wisconsin,ATL,Atlanta,Georgia
295012,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,3ec6539b-453c-4e02-b9b0-e0286b992cdb,556,B04,B37,2019-02-09T23:42:44Z,2019-02-10T04:18:17Z,2019-02-10T00:00:27Z,2019-02-10T04:11:57Z,STI,Santiago,Dominican Republic,JFK,New York,New York
295013,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,49ba0df3-4a7d-46a6-9e05-6415e0732a56,129,S1,213,2019-02-09T23:52:07Z,2019-02-10T11:17:57Z,2019-02-10T00:06:49Z,2019-02-10T11:10:02Z,SEA,Seattle,Washington,PEK,Beijing,China
295014,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,8d3e6aae-029f-488e-8f0e-08da7f79c090,4404,25A,Any,2019-02-10T00:06:28Z,2019-02-10T01:59:24Z,2019-02-10T00:24:04Z,2019-02-10T01:54:57Z,EWR,Newark,New Jersey,TYS,Alcoa,Tennessee
295015,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9264df6b-d33f-4b58-af59-1e9b0fbdc43a,4384,Any,E22,2019-02-09T23:53:13Z,2019-02-10T00:49:54Z,2019-02-10T00:04:05Z,2019-02-10T00:44:08Z,FPO,Freeport,Bahamas,MIA,Miami,Florida
295016,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9e25a7ce-3d55-4294-8655-ba75f9380c48,461,J17,L26,2019-02-09T23:39:54Z,2019-02-10T08:29:38Z,2019-02-09T23:59:34Z,2019-02-10T08:26:03Z,MIA,Miami,Florida,MUC,Munich,Germany
295017,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,a3f06d0d-ae62-49df-929b-0f325764a88d,497,B33,A4,2019-02-09T23:51:22Z,2019-02-10T02:20:36Z,2019-02-10T00:10:11Z,2019-02-10T02:15:14Z,JFK,New York,New York,SDQ,Santo Domingo,Dominican Republic
295018,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,d7411b9f-dee5-4198-a497-9ae36fcecec2,1785,10,B11,2019-02-09T23:54:06Z,2019-02-10T02:34:21Z,2019-02-10T00:12:47Z,2019-02-10T02:28:45Z,PHL,Philadelphia,Pennsylvania,PBI,West Palm Beach,Florida
295019,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,059f706a-85ff-459e-b9f1-fdf9981a121d,373,Any,Any,2019-02-09T23:57:34Z,2019-02-10T00:59:27Z,2019-02-10T00:10:30Z,2019-02-10T00:52:47Z,GGT,Moss Town,Bahamas,NAS,Nassau,Bahamas
295020,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,0a18e27c-5340-446d-bd19-42038059969a,744,101,Any,2019-02-09T23:54:42Z,2019-02-10T03:02:10Z,2019-02-10T00:09:18Z,2019-02-10T02:56:39Z,POA,Porto Alegre,Brazil,SCL,Santiago,Chile
295021,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,10b02541-83e7-4dfb-b325-d58489f13bef,2445,B01,A08,2019-02-09T23:53:03Z,2019-02-10T01:17:07Z,2019-02-10T00:38:52Z,2019-02-10T01:14:35Z,ATL,Atlanta,Georgia,BHM,Birmingham,Alabama
295022,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,122f4d1f-7f0f-4aa7-93ed-e946864ca48c,331,C08,4,2019-02-09T23:57:45Z,2019-02-10T02:35:51Z,2019-02-10T00:14:00Z,2019-02-10T02:29:59Z,SLC,Salt Lake City,Utah,AUS,Austin,Texas
295023,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,1281ba5d-74fb-41a2-aca0-a884c759bda3,2015,A24,D24,2019-02-10T00:01:14Z,2019-02-10T02:36:56Z,2019-02-10T01:02:52Z,2019-02-10T02:31:38Z,ATL,Atlanta,Georgia,BWI,Baltimore,Maryland
295024,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,1d568155-5da6-4c9b-a151-1d5e52cc8dec,4922,3,Any,2019-02-10T00:03:02Z,2019-02-10T00:58:40Z,2019-02-10T00:21:03Z,2019-02-10T00:53:02Z,PHL,Philadelphia,Pennsylvania,MDT,Harrisburg,Pennsylvania
295025,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,1dc5a6c6-d0da-45ee-958b-6f41f28434a3,2659,G6,D42,2019-02-09T23:58:30Z,2019-02-10T03:07:16Z,2019-02-10T00:14:09Z,2019-02-10T03:03:47Z,MSP,Minneapolis,Minnesota,LAS,Las Vegas,Nevada
295026,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,206f4faa-c00a-4119-9640-e62c83fb88e6,7670,Any,Any,2019-02-09T23:47:10Z,2019-02-10T05:41:34Z,2019-02-09T23:57:56Z,2019-02-10T05:36:33Z,FOR,Fortaleza,Brazil,EZE,Buenos Aires (Ezeiza),Argentina
295027,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,262914f5-447a-4b1a-8940-6d33c2e77fb6,1247,73,35,2019-02-09T23:49:04Z,2019-02-10T05:06:19Z,2019-02-10T00:04:05Z,2019-02-10T04:59:49Z,MCO,Orlando,Florida,LAX,Los Angeles,California
295028,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2bd23e81-0472-43e5-9345-997c708b8a98,1105,Any,C36,2019-02-09T23:46:01Z,2019-02-10T09:16:04Z,2019-02-10T00:00:12Z,2019-02-10T09:10:31Z,RSW,Fort Myers,Florida,DUS,Düsseldorf,Germany
295029,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2ca4c10b-3557-4a1d-a3c5-469a9e3d9c9b,978,2,128,2019-02-09T23:59:18Z,2019-02-10T11:30:36Z,2019-02-10T00:16:03Z,2019-02-10T11:23:37Z,EZE,Buenos Aires (Ezeiza),Argentina,EWR,Newark,New Jersey
295030,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2fe885ff-bf51-47d0-901b-884ec84e66e1,253,1,206,2019-02-09T23:54:56Z,2019-02-10T02:24:01Z,2019-02-10T00:04:52Z,2019-02-10T02:18:48Z,LTO,Loreto,Mexico,LAX,Los Angeles,California
295031,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,32d78abd-f50f-4575-b659-2ce595bbdd1b,513,B39,8,2019-02-10T00:11:14Z,2019-02-10T05:03:36Z,2019-02-10T00:29:56Z,2019-02-10T04:59:24Z,YYZ,Toronto,Canada,YLW,Kelowna,Canada
295032,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,35e0133e-fd0a-41d7-aa60-f7347cbbcb19,5835,3,B19,2019-02-09T23:52:26Z,2019-02-10T02:43:56Z,2019-02-10T00:05:28Z,2019-02-10T02:38:00Z,FSD,Sioux Falls,South Dakota,PHX,Phoenix,Arizona
295033,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,45249c71-3dfe-44ba-934e-4bb14cbca4cb,1578,C66,D40,2019-02-10T00:08:11Z,2019-02-10T05:14:41Z,2019-02-10T00:23:15Z,2019-02-10T05:10:13Z,JFK,New York,New York,LAS,Las Vegas,Nevada
295034,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,46aca5ce-8c44-4a1d-a415-56a60e7c2f10,939,D11,Any,2019-02-10T00:01:58Z,2019-02-10T03:14:55Z,2019-02-10T00:21:14Z,2019-02-10T03:07:57Z,MIA,Miami,Florida,UIO,Quito,Ecuador
295035,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,6efe60af-353c-43f9-a2a1-3795bc1c9e39,1,B34,TBA,2019-02-10T00:06:15Z,2019-02-10T06:28:00Z,2019-02-10T00:26:25Z,2019-02-10T06:21:39Z,JFK,New York,New York,LHR,London,United Kingdom
295036,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,71a458e7-dfc1-4e6a-877b-98f19a80ac6c,131,B36,B04,2019-02-10T00:00:13Z,2019-02-10T01:28:19Z,2019-02-10T00:46:52Z,2019-02-10T01:22:32Z,ATL,Atlanta,Georgia,GSP,Greer,South Carolina
